domain,title,organization,rating,reviews,level,course_type,duration,url
Cloud Computing,Droit de l'informatique en nuage : Transactions,Queen Mary University of London,"4,9",100 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/cloud-computing-law-transactions
Cloud Computing,Formation au cloud computing Azure pour les débutants,Simplilearn,,,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/azure-cloud-computing-training-for-beginners
Cloud Computing,Unleashing the Power of Networks and the Cloud,Illinois Tech,"4,7",37 avis,Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/unleashing-the-power-of-networks-and-the-cloud
Cloud Computing,L'essentiel du cloud pour les dirigeants d'entreprise - Éducation,Amazon Web Services,5,12 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/aws-cloud-essentials-for-business-leaders-education
Cloud Computing,Introduction à Oracle Cloud Essentials,Oracle,"4,8",12 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/introduction-to-oracle-cloud-essentials
Cloud Computing,Principes de base de l'informatique en nuage,LearnKartS,"4,4",77 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/aws-cloud-practitioner-certification-cloud-fundamentals
Cloud Computing,Comment se lancer dans l'informatique en nuage (Cloud Computing),University of Leeds,,,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/how-to-get-into-cloud-computing
Cloud Computing,Intro to AWS - Your First Steps in Cloud Computing,Packt,,,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/packt-intro-to-aws-your-first-steps-in-cloud-computing-l4paq
Cloud Computing,Certified Cloud Security Professional (CCSP): Unit 1,Pearson,,,Avancées,Cours,1 à 4 semaines,https://www.coursera.org/learn/pearson-certified-cloud-security-professional-ccsp-complete-video-course-1-3ghx9
Cloud Computing,Introduction aux technologies de l'information et au nuage AWS,Amazon Web Services,"4,8",508 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/information-technology-and-aws
Cloud Computing,Technologies du Cloud computing - Licence,Illinois Tech,,,Intermédiaire,Cours,1 à 3 mois,https://www.coursera.org/learn/illinois-tech-cloud-computing-technologies-bit
Cloud Computing,"Virtualisation de l'informatique en nuage, conteneurs et API",Duke University,"4,4",134 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/cloud-virtualization-containers-api-duke
Cloud Computing,Transformation de l'informatique en nuage,Howard University,"4,7",7 avis,Intermédiaire,Cours,1 à 4 semaines,https://www.coursera.org/learn/cloud-transformation
Cloud Computing,Cloud : Infrastructure as a Service - Bachelor,Illinois Tech,,,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/illinois-tech-cloud-infrastructure-as-a-service-bit
Cloud Computing,Introduction to Cloud Computing & Core AWS Services,Packt,,,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/packt-introduction-to-cloud-computing-and-core-aws-services-umwtp
Cloud Computing,Problèmes de système dans l'informatique en nuage,Georgia Institute of Technology,"4,5",407 avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/cloud
Cloud Computing,Informatique en nuage d'Alibaba,Alibaba Cloud Academy,"4,6",144 avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/alibabacloud
Cloud Computing,Build and Scale with AWS Cloud - A Hands-on Beginners Guide,Packt,,,Débutant,Cours,3 à 6 mois,https://www.coursera.org/learn/packt-build-and-scale-with-aws-cloud-a-hands-on-beginners-guide-e7wfr
Cloud Computing,Cloud Computing Primer: Software as a Service (SaaS),Codio,"4,6",82 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/codio-cloud-computing-primer-semi-tech-business-software-as-a-service-saas
Cloud Computing,Technologies de l'informatique en nuage - Master,Illinois Tech,"4,7",7 avis,Intermédiaire,Cours,1 à 3 mois,https://www.coursera.org/learn/illinois-tech-cloud-computing-technologies-mit
Cloud Computing,Cloud Computing Security - Bachelor's,Illinois Tech,,,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/illinois-tech-cloud-computing-security-bit
Cloud Computing,Projet d'informatique dématérialisée,University of Illinois Urbana-Champaign,4,41 avis,Mixte,Cours,1 à 3 mois,https://www.coursera.org/learn/cloud-computing-project
Cloud Computing,Introduction aux principes de sécurité du cloud computing,Google Cloud,"4,6",300 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/introduction-to-security-principles-in-cloud-computing
Cloud Computing,Droit de l’informatique cloud : protection des données et cybersécurité,Queen Mary University of London,"4,9",76 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/cloud-computing-law-data-protection-and-cybersecurity
Cloud Computing,Concepts de l'informatique en nuage : Partie 2,University of Illinois Urbana-Champaign,"4,6",319 avis,Mixte,Cours,1 à 3 mois,https://www.coursera.org/learn/cloud-computing-2
Cloud Computing,"Applications de l'informatique en nuage, partie 1 : Systèmes et infrastructure en nuage",University of Illinois Urbana-Champaign,"4,3",845 avis,Intermédiaire,Cours,1 à 3 mois,https://www.coursera.org/learn/cloud-applications-part1
Cloud Computing,Cloud Computing Security - Master's,Illinois Tech,,,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/illinois-tech-cloud-computing-security-mit
Cybersecurity,Fondements de la cybersécurité,Google,"4,8",40 k avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/foundations-of-cybersecurity
Cybersecurity,Google Cybersécurité,Google,"4,8",64 k avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/google-cybersecurity
Cybersecurity,Introduction aux principes essentiels de cybersécurité,IBM,"4,8","1,2 k avis",Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/introduction-to-cybersecurity-essentials
Cybersecurity,Analyste en cybersécurité chez Microsoft,Microsoft,"4,7","2,9 k avis",Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/microsoft-cybersecurity-analyst
Cybersecurity,Certifié en cybersécurité,ISC2,"4,7","1,2 k avis",Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/certified-in-cybersecurity
Cybersecurity,Introduction aux outils de cybersécurité et aux cyberattaques,IBM,"4,6",16 k avis,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/introduction-cybersecurity-cyber-attacks
Cybersecurity,Cybersecurity Operations Fundamentals,Cisco Learning and Certifications,"4,8","1,2 k avis",Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/cbrops
Cybersecurity,Architecture de cybersécurité,IBM,"4,8",185 avis,Intermédiaire,Cours,1 à 3 mois,https://www.coursera.org/learn/cybersecurity-architecture
Cybersecurity,La cybersécurité pour tous,"University of Maryland, College Park","4,7","3,3 k avis",Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/cybersecurity-for-everyone
Cybersecurity,Python pour la cybersécurité,Infosec,"4,5",545 avis,Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/pythonforcybersecurity
Cybersecurity,Automatiser les tâches de cybersécurité avec Python,Google,"4,8","3,5 k avis",Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python
Cybersecurity,Principes fondamentaux de la cybersécurité,IBM,"4,8","2,2 k avis",Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/cybersecurity-fundamentals
Cybersecurity,AI for Cybersecurity,Johns Hopkins University,"4,3",106 avis,Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/ai-for-cybersecurity
Cybersecurity,Analyste de cybersécurité d'IBM,IBM,"4,6",27 k avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/ibm-cybersecurity-analyst
Cybersecurity,Google Cloud Cybersecurity,Google Cloud,"4,5",409 avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/google-cloud-cybersecurity-certificate
Cybersecurity,Principes fondamentaux de l'informatique pour la cybersécurité,IBM,"4,6",22 k avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/it-fundamentals-cybersecurity
Cybersecurity,Introduction aux principes fondamentaux de la cybersécurité,Coursera,"4,6",914 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/introduction-to-cybersecurity-fundamentals
Cybersecurity,Cybersecurity Essentials - From Zero to Secure,Packt,,,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/packt-cybersecurity-essentials-from-zero-to-secure-iexc7
Cybersecurity,Principes fondamentaux de l'attaque et de la défense en matière de cybersécurité,EC-Council,"4,6",794 avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/cybersecurity-attack-and-defense
Cybersecurity,Mettez-le au travail : Se préparer aux emplois dans le domaine de la cybersécurité,Google,"4,8","6,2 k avis",Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/prepare-for-cybersecurity-jobs
Cybersecurity,Cybersecurity basics for everyone,Universitat Politècnica de València,,,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/cybersecurity-basics-for-everyone
Cybersecurity,Spécialiste en cybersécurité d'IBM et de l'ISC2,Plusieurs enseignants,"4,7",15 k avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/ibm-isc2-cybersecurity-specialist
Cybersecurity,Évaluation de la cybersécurité : CompTIA Security+ et CYSA+,IBM,"4,8","1,3 k avis",Intermédiaire,Cours,1 à 4 semaines,https://www.coursera.org/learn/cybersecurity-assessment-comptia-security-cysa
Cybersecurity,Palo Alto Networks Cybersécurité,Palo Alto Networks,"4,6",868 avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/palo-alto-networks-cybersecurity-fundamentals
Cybersecurity,Cybersecurity in the AI Era,"University of Maryland, College Park","4,7","3,3 k avis",Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/cybersecurity-in-the-ai-era
Cybersecurity,Systems and Cybersecurity Fundamentals Part 1,Northeastern University,,,Mixte,Cours,1 à 3 mois,https://www.coursera.org/learn/systems-and-cybersecurity-fundamentals-part1
Cybersecurity,Introduction à la cybersécurité et à la gestion des risques,"University of California, Irvine","4,7",336 avis,Débutant,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/information-security
Cybersecurity,CompTIA Cybersecurity Analyst (CySA+) CS0-003,Pearson,"4,6",16 avis,Intermédiaire,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/pearson-comptia-cybersecurity-analyst-cysa-cs0-003
Cybersecurity,Cybersecurity in modern organizations,Coursera,"4,6","1,1 k avis",Intermédiaire,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/cybersecurity-in-modern-organizations
Cybersecurity,L'IA générative d'IBM pour les professionnels de la cybersécurité,IBM,"4,7",11 k avis,Intermédiaire,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/generative-ai-for-cybersecurity-professionals
Cybersecurity,Cybersecurity Fundamentals for High-Tech Manufacturing,Coursera,,,Intermédiaire,Cours,1 à 4 semaines,https://www.coursera.org/learn/cybersecurity-fundamentals-for-high-tech-manufacturing
Cybersecurity,Cybersecurity Awareness for Everyone,Kennesaw State University,"4,9",62 avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/cybersecurityzarenessforeveryone
Cybersecurity,Cybersecurity Prevention and Detection,Pearson,,,Débutant,Spécialisation,1 à 4 semaines,https://www.coursera.org/specializations/pearson-cybersecurity-prevention-and-detection
Cybersecurity,Sécurité intérieure et cybersécurité,University of Colorado System,"4,7",631 avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/homeland-security-cybersecurity
Cybersecurity,"Cadre de conformité, normes et réglementations en matière de cybersécurité",IBM,"4,7","3,5 k avis",Intermédiaire,Cours,1 à 3 mois,https://www.coursera.org/learn/cybersecurity-compliance-framework-standards-regulations
Cybersecurity,Gestion de la cybersécurité,Kennesaw State University,"4,7","1,4 k avis",Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/managing-cybersecurity
Cybersecurity,La cybersécurité pour les entreprises,University of Colorado System,"4,7","1,8 k avis",Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/cyber-security-business
Cybersecurity,Cybersécurité et vie privée,Microsoft,"4,9",139 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/cybersecurity-and-privacy
Cybersecurity,Cybersecurity Testing and Prevention,Microsoft,,,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/cybesecurity-testing-prevention
Cybersecurity,Practical Cybersecurity Fundamentals,Pearson,,,Débutant,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/pearson-practical-cybersecurity-fundamentals
Cybersecurity,"Cybersecurity Planning, Management, and Compliance",Microsoft,"4,9",10 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/cybersecurity-planning-management-compliance
Cybersecurity,L’approche GRC de la gestion de la cybersécurité,Kennesaw State University,"4,7",363 avis,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/grc-approach-to-managing-cybersecurity
Cybersecurity,Les fondements de la cybersécurité,Kennesaw State University,"4,8",723 avis,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/foundations-cybersecurity
Cybersecurity,Real-World Cybersecurity Leadership,Advancing Women in Tech,,,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/real-world-cybersecurity-leadership
Cybersecurity,CompTIA Cybersecurity Analyst (CySA+) CS0-003: Unit 3,Pearson,,,Intermédiaire,Cours,1 à 4 semaines,https://www.coursera.org/learn/pearson-comptia-cybersecurity-analyst-cysa-cs0-003-video-course-3-cwosx
Cybersecurity,Introduction to AI for Cybersecurity,Johns Hopkins University,"4,2",88 avis,Intermédiaire,Cours,1 à 4 semaines,https://www.coursera.org/learn/introduction-to-ai-for-cybersecurity
Cybersecurity,Cybersecurity Best Practices,Coursera,"4,8",61 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/cybersecurity-best-practices
Cybersecurity,Office of the CISO Institute: Cybersecurity Essentials,Google,"4,6",86 avis,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/gcat-cybersecurity-essentials
Cybersecurity,Cybersecurity Governance and Compliance,LearnKartS,"4,1",7 avis,Intermédiaire,Cours,1 à 4 semaines,https://www.coursera.org/learn/cybersecurity-governance-compliance
Cybersecurity,Introduction aux fondements de la cybersécurité,Infosec,"4,7",516 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/introduction-to-cybersecurity-foundations
Project Management,Fondamentaux du Projet Management,Google,"4,9",100 k avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/project-management-foundations
Project Management,Gestion de projet Google,Google,"4,8",140 k avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/google-project-management
Project Management,Principes et pratiques de la gestion de projet,"University of California, Irvine","4,7",31 k avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/project-management
Project Management,Introduction à la gestion de projets,IBM,"4,8","2,3 k avis",Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/introduction-to-project-management
Project Management,Gestion de projet Agile,Google,"4,8",15 k avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/agile-project-management
Project Management,Project Management,University of Colorado Boulder,"4,7","1,5 k avis",Débutant,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/meem-project-management
Project Management,Principes fondamentaux de la gestion de projet,Microsoft,"4,6",551 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/project-management-fundamentals-microsoft
Project Management,gestion de projet de construction,Columbia University,"4,8","7,3 k avis",Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/construction-project-management
Project Management,Introduction au Développement Agile et à Scrum,IBM,"4,9","2,7 k avis",Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/agile-development-and-scrum
Project Management,Microsoft Project Management: Build Job-Ready Skills,Microsoft,"4,7",732 avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/microsoft-project-management
Project Management,Capstone : Application de la Gestion de projet dans le monde réel,Google,"4,9",13 k avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/applying-project-management
Project Management,Chef de projet IBM,IBM,"4,8","5,6 k avis",Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/ibm-project-manager
Project Management,Project Management and Planning,Johns Hopkins University,"4,7",126 avis,Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/project-management-and-planning
Project Management,"Project Management: Costs, Risk, Quality, and Compliance",Logical Operations,,,Mixte,Cours,1 à 4 semaines,https://www.coursera.org/learn/project-management-costs-risk-quality-compliance-lo095033
Project Management,PMP Exam Preparation,LearnKartS,"4,6",441 avis,Intermédiaire,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/pmp-certification-training-course
Project Management,Gestion de projet d'ingénierie,Rice University,"4,7","4,8 k avis",Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/engineering-project-management
Project Management,Project Management,"University of California, Irvine","4,7",33 avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/uci-project-management
Project Management,ChatGPT for Project Management - Leveraging AI for Success,Vanderbilt University,"4,8","7,8 k avis",Débutant,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/chatgpt-project-management
Project Management,Project Management in Construction,L&T EduTech,"4,7",64 avis,Avancées,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/project-management-in-construction
Project Management,Project Management: Applying Predictive and Adaptive Methods,Logical Operations,,,Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/project-management-applying-predictive-adaptive-methods
Project Management,Practical Project Management for Managers,Coursera,,,Intermédiaire,Cours,1 à 4 semaines,https://www.coursera.org/learn/practical-project-management-for-managers
Project Management,Project Management Essentials,Howard University,"4,6","1,1 k avis",Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/project-management-essentials
Project Management,Business Analysis & Process Management,Coursera,"4,5","7,3 k avis",Débutant,Projet Guidé,Moins de 2 heures,https://www.coursera.org/projects/business-analysis-process-management
Project Management,Introduction to Project Management,Coursera,"4,6","2,2 k avis",Débutant,Projet Guidé,Moins de 2 heures,https://www.coursera.org/projects/introduction-project-management
Software Engineering,Introduction au génie logiciel,IBM,"4,7","4,5 k avis",Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/introduction-to-software-engineering
Software Engineering,IBM DevOps et ingénierie logicielle,IBM,"4,6",64 k avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/devops-and-software-engineering
Software Engineering,Programmation Java et principes fondamentaux du génie logiciel,Duke University,"4,6",22 k avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/java-programming
Software Engineering,Génie logiciel,The Hong Kong University of Science and Technology,"4,6",609 avis,Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/software-engineering
Software Engineering,IA générative : les bases de l'ingénierie des requêtes,IBM,"4,8","7,7 k avis",Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/generative-ai-prompt-engineering-for-everyone
Software Engineering,Principes fondamentaux du génie logiciel appliqué,IBM,"4,6",51 k avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/software-engineering-fundamentals
Software Engineering,Développeur(euse) de logiciels Full Stack IBM,IBM,"4,6",60 k avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer
Software Engineering,Amazon Junior Software Developer,Amazon,"4,4",528 avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/amazon-junior-software-developer
Software Engineering,Conception et architecture des logiciels,University of Alberta,"4,6",4 k avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/software-design-architecture
Software Engineering,Generative AI Software Engineering,Vanderbilt University,"4,8","8,5 k avis",Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/generative-ai-software-engineering
Software Engineering,Microsoft Full-Stack Developer,Microsoft,"4,6",368 avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/microsoft-full-stack-developer
Software Engineering,Claude Code : Génie logiciel avec des agents IA génératifs,Vanderbilt University,"4,9",89 avis,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/claude-code
Software Engineering,IBM Generative AI Engineering,IBM,"4,6",98 k avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/ibm-generative-ai-engineering
Software Engineering,Cycle de développement des logiciels,University of Minnesota,"4,7","9,8 k avis",Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/software-development-lifecycle
Software Engineering,IBM AI Engineering,IBM,"4,6",22 k avis,Intermédiaire,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/ai-engineer
Software Engineering,IBM Applied DevOps Engineering,IBM,"4,7","7,9 k avis",Intermédiaire,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/ibm-applied-devops-engineering
Software Engineering,Tests de logiciels et automatisation,University of Minnesota,"4,2",1 k avis,Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/software-testing-automation
Software Engineering,"Software Testing, Deployment, and Maintenance Strategies",IBM,"4,8",12 avis,Intermédiaire,Cours,1 à 4 semaines,https://www.coursera.org/learn/software-testing-deployment-and-maintenance-strategies
Software Engineering,Développeur IA IBM,IBM,"4,6",80 k avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/applied-artifical-intelligence-ibm-watson-ai
Software Engineering,Génie logiciel : modélisation des systèmes logiciels avec UML,The Hong Kong University of Science and Technology,"4,6",360 avis,Intermédiaire,Cours,1 à 3 mois,https://www.coursera.org/learn/software-engineering-modeling-software-systems-using-uml
Software Engineering,IBM Data Engineering,IBM,"4,6",62 k avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/ibm-data-engineer
Software Engineering,L'IA générative pour les développeurs de logiciels,IBM,"4,7",11 k avis,Intermédiaire,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/generative-ai-for-software-developers
Software Engineering,Introduction au développement de logiciels,Amazon,"4,5",365 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/introduction-to-software-development
Software Engineering,Generative AI in Software Engineering Certification,Simplilearn,"3,8",15 avis,Débutant,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/generative-ai-in-software-engineering-certification
Mobile Development,Meta React Native,Meta,"4,6",11 k avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/meta-react-native
Mobile Development,Introduction au développement d'applications mobiles,IBM,"4,7",204 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/introduction-to-mobile-app-development
Mobile Development,Apply Flutter Fundamentals to Build Interactive Apps,EDUCBA,,,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/apply-flutter-fundamentals-build-interactive-apps
Mobile Development,IBM iOS and Android Mobile App Developer,IBM,"4,6","8,1 k avis",Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/ibm-ios-android-mobile-app-developer-pc
Mobile Development,Meta Développeur Android,Meta,"4,6","9,1 k avis",Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/meta-android-developer
Mobile Development,Developing Mobile Apps with Flutter,IBM,"4,5",162 avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/developing-mobile-apps-with-flutter
Mobile Development,Introduction au développement mobile,Meta,"4,7",597 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/intro-to-mobile-development
Mobile Development,Generative AI for Mobile App Developers,IBM,"4,7",11 k avis,Avancées,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/generative-ai-for-mobile-app-developers
Mobile Development,Développeur Meta iOS,Meta,"4,6","8,6 k avis",Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/meta-ios-developer
Mobile Development,"Flutter et Dart : Développer des applications iOS, Android et mobiles",IBM,"4,5",144 avis,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/flutter-and-dart-developing-ios-android-mobile-apps
Mobile Development,Développement avancé d'applications sous Android,Imperial College London,"4,3",131 avis,Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/advanced-app-android
Mobile Development,Mastering Android App Development,"Birla Institute of Technology & Science, Pilani",,,Intermédiaire,Cours,1 à 3 mois,https://www.coursera.org/learn/mastering-android-app-development-bits
Mobile Development,Advanced Kotlin for Multi-Platform Development,Board Infinity,,,Intermédiaire,Cours,1 à 4 semaines,https://www.coursera.org/learn/advance-kotlin-for-multi-platform-development
Mobile Development,Build Interactive Flutter Apps with Practical UI Design,EDUCBA,,,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/build-interactive-flutter-apps-practical-ui-design
Mobile Development,Apply Flutter App Development From Beginner to Advanced,EDUCBA,,,Débutant,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/google-flutter-app-development-beginner-advanced
Mobile Development,Apply React & React Native Through Real-World Projects,EDUCBA,,,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/apply-react-react-native-real-world-projects
Mobile Development,Meta Android UI Development,Meta,"4,6","1,9 k avis",Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/meta-android-ui-development
Mobile Development,Build Dynamic No-Code Apps,Coursera,,,Intermédiaire,Cours,1 à 4 semaines,https://www.coursera.org/learn/build-dynamic-no-code-apps
Mobile Development,"Security, Testing, and Deployment",Microsoft,,,Intermédiaire,Cours,1 à 3 mois,https://www.coursera.org/learn/security-testing-and-development
Mobile Development,Meta iOS UI Development,Meta,"4,6","1,3 k avis",Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/meta-ios-ui-development
Mobile Development,Développement mobile et JavaScript,Meta,"4,1",133 avis,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/mobile-development-and-javascript
Mobile Development,Introduction au développement d'applications mobiles Android,Meta,"4,6","1,5 k avis",Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/introduction-to-android-mobile-application-development
Mobile Development,"Advanced iOS Development with Swift, Gestures & APIs",EDUCBA,,,Intermédiaire,Cours,1 à 3 mois,https://www.coursera.org/learn/advanced-ios-development-swift-gestures-apis
Mobile Development,développement d'applications iOS avec Swift,University of Toronto,"3,9","1,6 k avis",Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/app-development
UI/UX Design,Conception d'expérience utilisateur Google,Google,"4,8",97 k avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/google-ux-design
UI/UX Design,Principes de conception de l’expérience utilisateur (UX),Google,"4,8",75 k avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/foundations-user-experience-design
UI/UX Design,Concepteur UI / UX,California Institute of the Arts,"4,7","8,1 k avis",Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/ui-ux-design
UI/UX Design,IBM UI/UX Designer,IBM,"4,8","2,8 k avis",Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/ibm-ui-ux-designer
UI/UX Design,Principes de conception UX/UI,Meta,"4,6","1,1 k avis",Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/principles-of-ux-ui-design
UI/UX Design,Principes fondamentaux du concepteur UI/UX,Microsoft,"4,7",470 avis,Mixte,Cours,1 à 4 semaines,https://www.coursera.org/learn/fundamentals-of-uiux-design
